company,domain,breach_date,records_affected,data_classes,industry,risk_score
ThePostMillennial,thepostmillennial.com,2024-05-02,56973345,"['Email addresses', 'Genders', 'IP addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Usernames']",Technology,5
TheRealWorld,therealworld.net,2024-11-15,324382,"['Chat logs', 'Email addresses', 'Usernames']",Technology,3
TheGradCafe,thegradcafe.com,2023-02-26,310975,"['Email addresses', 'Genders', 'Geographic locations', 'IP addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Usernames']",Technology,5
Thermomix,rezeptwelt.de,2025-01-30,3123439,"['Bios', 'Dates of birth', 'Email addresses', 'Names', 'Phone numbers', 'Physical addresses', 'Usernames']",Technology,4
TheSquare,thesqua.re,2025-06-27,107041,"['Email addresses', 'Geographic locations', 'Names', 'Phone numbers']",Technology,3
TheTVDB,thetvdb.com,2017-11-21,181871,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
Thingiverse,thingiverse.com,2020-10-13,228102,"['Dates of birth', 'Email addresses', 'IP addresses', 'Names', 'Passwords', 'Physical addresses', 'Usernames']",Technology,5
ThisHabboForum,thishabboforum.com,2014-01-01,612414,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
Tianya,tianya.cn,2011-12-26,29020808,"['Email addresses', 'Names', 'Usernames']",Technology,5
Tibber,tibber.com,2024-11-10,50002,"['Email addresses', 'Geographic locations', 'Names', 'Purchases']",Technology,2
Ticketcounter,ticketcounter.nl,2021-02-22,1921722,"['Bank account numbers', 'Dates of birth', 'Email addresses', 'Genders', 'IP addresses', 'Names', 'Payment histories', 'Phone numbers', 'Physical addresses']",Technology,4
Ticketek,ticketek.com.au,2024-05-31,17643173,"['Dates of birth', 'Email addresses', 'Genders', 'Names', 'Passwords', 'Salutations']",Technology,5
Ticketfly,ticketfly.com,2018-05-31,26151608,"['Email addresses', 'Names', 'Phone numbers', 'Physical addresses']",Technology,5
Tigo,tigo.chat,2023-03-31,700394,"['Device information', 'Email addresses', 'Genders', 'Geographic locations', 'IP addresses', 'Names', 'Private messages', 'Profile photos', 'Usernames']",Technology,3
Tisza,tiszavilag.hu,2025-10-06,198520,"['Email addresses', 'Names', 'Phone numbers', 'Physical addresses', 'Usernames']",Technology,3
TNAFlix,tnaflix.com,2022-06-01,1374344,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
Tokopedia,tokopedia.com,2020-04-17,71443698,"['Dates of birth', 'Email addresses', 'Genders', 'Names', 'Passwords']",Technology,5
ToonDoo,toondoo.com,2019-08-21,6002694,"['Email addresses', 'Genders', 'Geographic locations', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
TorrentInvites,torrent-invites.com,2013-12-12,352120,"['Dates of birth', 'Email addresses', 'IP addresses', 'Passwords', 'Usernames', 'Website activity']",Technology,5
Toumei,toumei.co.jp,2023-10-18,76682,"['Email addresses', 'Names', 'Phone numbers', 'Physical addresses']",Technology,2
Tout,tout.com,2014-09-11,652683,"['Bios', 'Email addresses', 'Geographic locations', 'IP addresses', 'Names', 'Passwords', 'Usernames']",Technology,5
Tracki,tracki.com,2024-08-15,372557,"['Email addresses', 'Names']",Technology,3
Traderie,traderie.com,2022-09-24,364898,"['Email addresses', 'IP addresses', 'Social media profiles', 'Usernames']",Technology,3
TravelOK,travelok.com,2020-12-17,637279,"['Age groups', 'Dates of birth', 'Email addresses', 'Genders', 'Names', 'Physical addresses']",Technology,3
Travelio,travelio.com,2021-11-23,471376,"['Auth tokens', 'Dates of birth', 'Email addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses']",Technology,5
Trello,trello.com,2024-01-16,15111945,"['Email addresses', 'Names', 'Usernames']",Technology,5
TrikSpamBotnet,,2018-06-12,43432346,['Email addresses'],Technology,5
Trillian,trillian.im,2015-12-27,3827238,"['Dates of birth', 'Email addresses', 'IP addresses', 'Names', 'Passwords', 'Usernames']",Technology,5
TroyHuntMailchimpList,troyhunt.com,2025-03-25,16627,"['Email addresses', 'Geographic locations', 'IP addresses']",Technology,2
TruckersMP,truckersmp.com,2016-02-25,83957,"['Email addresses', 'Passwords', 'Usernames']",Technology,4
TrueFire,truefire.com,2020-02-21,599667,"['Account balances', 'Dates of birth', 'Email addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Usernames']",Technology,5
TruthFinder,truthfinder.com,2019-04-12,8159573,"['Email addresses', 'Names', 'Passwords', 'Phone numbers']",Technology,5
Tumblr,tumblr.com,2013-02-28,65469298,"['Email addresses', 'Passwords']",Technology,5
TunedGlobal,tunedglobal.com,2016-03-16,985586,"['Email addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses']",Technology,5
Tunngle,tunngle.net,2016-07-01,8192928,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
Twitter,twitter.com,2022-01-01,6682453,"['Bios', 'Email addresses', 'Geographic locations', 'Names', 'Phone numbers', 'Profile photos', 'Usernames']",Technology,4
Twitter200M,twitter.com,2021-01-01,211524284,"['Email addresses', 'Names', 'Social media profiles', 'Usernames']",Technology,5
Ualabee,ualabee.com,2025-05-06,472296,"['Dates of birth', 'Email addresses', 'Names', 'Phone numbers', 'Profile photos']",Technology,3
Ubook,ubook.com,2024-07-28,699908,"['Dates of birth', 'Email addresses', 'Genders', 'Names', 'Profile photos']",Technology,3
Uiggy,uiggy.com,2016-06-01,2682650,"['Email addresses', 'Genders', 'Names', 'Social connections', 'Website activity']",Technology,4
Ulmon,ulmon.com,2020-01-26,777769,"['Bios', 'Email addresses', 'Names', 'Passwords', 'Phone numbers', 'Social media profiles']",Technology,5
IGF,intgovforum.org,2014-02-20,3200,"['Email addresses', 'Names', 'Passwords', 'Usernames']",Government,4
UnderworldEmpire,underworldempireforums.com,2017-04-25,428779,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
UnicoCampania,unicocampania.it,2020-08-19,166031,"['Email addresses', 'Passwords']",Technology,5
Unigame,unigame.me,2019-12-14,843696,"['Email addresses', 'Passwords']",Technology,5
Universarium,universarium.org,2019-11-01,564962,"['Email addresses', 'Passwords']",Technology,5
UC,universityofcalifornia.edu,2020-12-24,547422,"['Dates of birth', 'Education levels', 'Email addresses', 'Ethnicities', 'Genders', 'Job titles', 'Names', 'Phone numbers', 'Physical addresses', 'Social security numbers']",Education,5
UnrealEngine,unrealengine.com,2016-08-11,530147,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
Astoria,astoriacompany.com,2021-01-26,11498146,"['Bank account numbers', 'Credit status information', 'Dates of birth', 'Email addresses', 'Employers', 'Health insurance information', 'Income levels', 'IP addresses', 'Names', 'Personal health data', 'Phone numbers', 'Physical addresses', 'Smoking habits', 'Social security numbers']",Technology,5
Upstox,upstox.com,2021-04-08,111002,"['Bank account numbers', 'Dates of birth', 'Email addresses', ""Family members' names"", 'Genders', 'Government issued IDs', 'Income levels', 'Marital statuses', 'Nationalities', 'Occupations', 'Passwords', 'Phone numbers', 'Physical addresses']",Technology,5
UtahGunExchange,utahgunexchange.com,2020-07-17,235233,"['Email addresses', 'Genders', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
uTorrent,utorrent.com,2016-01-14,395044,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
uuu9,uuu9.com,2016-09-06,7485802,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
Vakinha,vakinha.com.br,2020-06-22,4775203,"['Dates of birth', 'Email addresses', 'IP addresses', 'Names', 'Passwords', 'Phone numbers']",Technology,5
Vastaamo,vastaamo.fi,2019-03-31,30433,"['Email addresses', 'Names', 'Personal health data', 'Social security numbers']",Technology,4
VBulletin,vbulletin.com,2015-11-03,518966,"['Dates of birth', 'Email addresses', 'Homepage URLs', 'Instant messenger identities', 'IP addresses', 'Passwords', 'Security questions and answers', 'Spoken languages', 'Website activity']",Technology,5
Vedantu,vedantu.com,2019-07-08,686899,"['Browser user agent details', 'Email addresses', 'Genders', 'IP addresses', 'Names', 'Passwords', 'Phone numbers', 'Spoken languages', 'Time zones', 'Website activity']",Technology,5
VerificationsIO,verifications.io,2019-02-25,763117241,"['Dates of birth', 'Email addresses', 'Employers', 'Genders', 'Geographic locations', 'IP addresses', 'Job titles', 'Names', 'Phone numbers', 'Physical addresses']",Technology,5
Verified,verified.cm,2014-01-10,16919,"['Email addresses', 'Historical passwords', 'IP addresses', 'Passwords', 'Private messages', 'Usernames', 'Website activity']",Technology,4
Vermillion,v3rmillion.net,2014-08-30,8106,"['Dates of birth', 'Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,4
Vianet,vianet.com.np,2020-04-08,94353,"['Email addresses', 'Names', 'Phone numbers', 'Physical addresses']",Technology,2
VictoryPhones,victoryphones.com,2017-01-01,166046,"['Dates of birth', 'Email addresses', 'IP addresses', 'Names', 'Phone numbers', 'Physical addresses']",Technology,3
VietnamAirlines,vietnamairlines.com,2025-06-20,7316915,"['Dates of birth', 'Email addresses', 'Loyalty program details', 'Names', 'Phone numbers']",Technology,4
ViewFines,viewfines.co.za,2018-05-07,777649,"['Email addresses', 'Government issued IDs', 'Names', 'Passwords', 'Phone numbers']",Technology,5
VimeWorld,vimeworld.com,2018-10-01,3118964,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
VivaAir,vivaair.com,2022-03-14,932232,"['Email addresses', 'IP addresses', 'Names', 'Partial credit card data', 'Phone numbers', 'Physical addresses', 'Purchases']",Technology,3
VK,vk.com,2012-01-01,93338602,"['Email addresses', 'Names', 'Passwords', 'Phone numbers']",Technology,5
VNG,zing.vn,2015-05-19,24853850,"['Dates of birth', 'Email addresses', 'Genders', 'IP addresses', 'Marital statuses', 'Names', 'Occupations', 'Passwords', 'Phone numbers', 'Physical addresses', 'Usernames']",Technology,5
Vodafone,vodafone.is,2013-11-30,56021,"['Credit cards', 'Email addresses', 'Government issued IDs', 'IP addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Purchases', 'SMS messages', 'Usernames']",Technology,5
VoidTO,void.to,2019-06-13,95431,"['Email addresses', 'IP addresses', 'Passwords', 'Private messages', 'Usernames']",Technology,4
VTech,vtechda.com,2015-11-13,4833678,"['Dates of birth', 'Email addresses', ""Family members' names"", 'Genders', 'IP addresses', 'Names', 'Passwords', 'Physical addresses', 'Security questions and answers', 'Usernames', 'Website activity']",Technology,5
VTightGel,vtightgel.com,2016-02-13,2013164,"['Email addresses', 'IP addresses', 'Names', 'Phone numbers', 'Physical addresses']",Technology,4
Wakanim,wakanim.tv,2022-08-28,6706951,"['Browser user agent details', 'Email addresses', 'IP addresses', 'Names', 'Physical addresses', 'Usernames']",Technology,4
Wanelo,wanelo.com,2018-12-13,23165793,"['Email addresses', 'IP addresses', 'Names', 'Passwords', 'Physical addresses']",Technology,5
WarInc,thewarinc.com,2012-07-04,1020136,"['Email addresses', 'Passwords', 'Usernames', 'Website activity']",Technology,5
Warframe,warframe.com,2014-11-24,819478,"['Email addresses', 'Usernames', 'Website activity']",Technology,3
Warmane,warmane.com,2016-12-01,1116256,"['Dates of birth', 'Email addresses', 'Passwords', 'Usernames']",Technology,5
WashingtonStateFoodWorkerCard,foodworkercard.wa.gov,2022-11-17,1594305,"['Dates of birth', ""Driver's licenses"", 'Email addresses', 'Geographic locations', 'Names']",Government,4
Wattpad,wattpad.com,2020-06-29,268765495,"['Bios', 'Dates of birth', 'Email addresses', 'Genders', 'Geographic locations', 'IP addresses', 'Names', 'Passwords', 'Social media profiles', 'User website URLs', 'Usernames']",Technology,5
WeHeartIt,weheartit.com,2013-11-03,8600635,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
WedMeGood,wedmegood.com,2021-01-06,1306723,"['Email addresses', 'Genders', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses']",Technology,5
Weee,sayweee.com,2022-07-11,1117405,"['Delivery instructions', 'Email addresses', 'Names', 'Phone numbers', 'Purchases']",Technology,4
WeLeakInfo,weleakinfo.com,2021-03-08,11788,"['Browser user agent details', 'Email addresses', 'Employers', 'IP addresses', 'Names', 'Partial credit card data', 'Physical addresses', 'Purchases']",Technology,2
Welhof,welhof.com,2023-12-01,107292,"['Email addresses', 'Names', 'Physical addresses', 'Purchases']",Technology,3
Wendys,wendys.com.ph,2018-03-31,52485,"['Education levels', 'Email addresses', 'IP addresses', 'Job applications', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses']",Technology,4
Whitepages,whitepages.com,2016-06-27,11657763,"['Email addresses', 'Names', 'Passwords']",Technology,5
WHMCS,whmcs.com,2012-05-21,134047,"['Email addresses', 'Email messages', 'Employers', 'IP addresses', 'Names', 'Partial credit card data', 'Passwords', 'Payment histories', 'Physical addresses', 'Website activity']",Technology,5
WienerBuchereien,,2019-06-10,224119,"['Dates of birth', 'Email addresses', 'Names', 'Phone numbers', 'Physical addresses']",Technology,3
WifeLovers,wifelovers.com,2018-10-07,1274051,"['Email addresses', 'IP addresses', 'Names', 'Passwords', 'Usernames']",Technology,5
WIIUISO,wiiuiso.com,2015-09-25,458155,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
WildStar,wildstar-online.com,2015-07-11,738556,"['Dates of birth', 'Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
Win7Vista,win7vista.com,2013-09-03,202683,"['Email addresses', 'Instant messenger identities', 'IP addresses', 'Names', 'Passwords', 'Private messages', 'Usernames', 'Website activity']",Technology,5
WiredBucks,wiredbucks.com,2022-05-25,918529,"['Earnings', 'Email addresses', 'IP addresses', 'Names', 'Passwords', 'Physical addresses', 'Usernames']",Technology,5
Wishbone,wishbone.io,2016-08-07,2247314,"['Auth tokens', 'Dates of birth', 'Email addresses', 'Genders', 'Names', 'Phone numbers', 'Usernames']",Technology,4
Wishbone2020,wishbone.io,2020-01-27,9705172,"['Auth tokens', 'Dates of birth', 'Email addresses', 'Genders', 'Geographic locations', 'IP addresses', 'Names', 'Passwords', 'Phone numbers', 'Profile photos', 'Social media profiles', 'Usernames']",Technology,5
WiziShop,wizishop.fr,2020-07-14,2856769,"['Dates of birth', 'Email addresses', 'IP addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses']",Retail,5
Wongnai,wongnai.com,2020-10-28,3924454,"['Dates of birth', 'Email addresses', 'Geographic locations', 'IP addresses', 'Names', 'Passwords', 'Phone numbers', 'Social media profiles']",Technology,5
WoTLabs,wotlabs.net,2024-03-03,21994,"['Dates of birth', 'Email addresses', 'IP addresses', 'Time zones', 'Usernames']",Technology,2
WPSandbox,wpsandbox.io,2018-11-04,858,"['Email addresses', 'Passwords']",Technology,4
WPT,wptapl.com,2014-01-04,148366,"['Email addresses', 'Passwords']",Technology,5
xat,xat.com,2015-11-04,5968783,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames', 'Website activity']",Technology,5
Xbox360ISO,xbox360iso.com,2015-09-25,1296959,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
Xbox-Scene,xboxscene.com,2015-02-01,432552,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
xHamster,xhamster.com,2016-11-28,377377,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
Xiaomi,xiaomi.cn,2012-08-01,7088010,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
XKCD,xkcd.com,2019-07-01,561991,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
XPGameSaves,xpgamesaves.com,2016-01-01,890341,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
XSplit,xsplit.com,2013-11-07,2983472,"['Email addresses', 'Names', 'Passwords', 'Usernames']",Technology,5
Yahoo,yahoo.com,2012-07-11,453427,"['Email addresses', 'Passwords']",Technology,5
Yam,yam.com,2013-06-02,13258797,"['Dates of birth', 'Email addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Usernames']",Technology,5
Yandex,forum.btcsec.com,2014-09-07,1186564,"['Email addresses', 'Passwords']",Technology,5
Yatra,yatra.com,2013-09-01,5033997,"['Dates of birth', 'Email addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'PINs']",Technology,5
Yonema,yonema.com,2024-11-21,35962,"['Dates of birth', 'Device information', 'Email addresses', 'IP addresses', 'Names', 'Passwords', 'Phone numbers']",Technology,4
YoteprestoCom,yotepresto.com,2020-06-22,1444629,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
Youku,youku.com,2016-12-01,91890110,"['Email addresses', 'Passwords']",Technology,5
YoungLivingEssentialOils,youngliving.com,2024-12-11,1128951,"['Dates of birth', 'Email addresses', 'Geographic locations', 'Names']",Technology,4
YouNow,younow.com,2019-02-15,18241518,"['Email addresses', 'IP addresses', 'Names', 'Social media profiles', 'Usernames']",Technology,5
YouPorn,youporn.com,2012-02-21,1327567,"['Email addresses', 'Passwords']",Technology,5
Youthmanual,youthmanual.com,2019-01-31,937912,"['Bios', 'Dates of birth', 'Email addresses', 'Genders', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Places of birth']",Technology,5
YouveBeenScraped,,2018-10-05,66147869,"['Email addresses', 'Employers', 'Geographic locations', 'Job titles', 'Names', 'Social media profiles']",Technology,5
Zacks,zacks.com,2020-05-10,8929503,"['Email addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Usernames']",Technology,5
Zacks2024,zacks.com,2024-06-22,11994223,"['Email addresses', 'IP addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Usernames']",Technology,5
ZadigVoltaire,zadig-et-voltaire.com,2023-11-16,586895,"['Email addresses', 'Genders', 'Names', 'Phone numbers', 'Physical addresses']",Technology,3
ZAPHosting,zap-hosting.com,2021-11-22,746682,"['Browser user agent details', 'Chat logs', 'Email addresses', 'IP addresses', 'Names', 'Phone numbers', 'Physical addresses', 'Purchases']",Technology,3
Zhenai,zhenai.com,2011-12-21,5024908,"['Email addresses', 'Passwords']",Technology,5
ZLib,z-lib.is,2024-06-20,9737374,"['Cryptocurrency wallet addresses', 'Email addresses', 'Geographic locations', 'Passwords', 'Purchases', 'Usernames']",Technology,5
Zomato,zomato.com,2017-05-17,16472873,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
Zoomcar,zoomcar.com,2018-07-01,3589795,"['Email addresses', 'IP addresses', 'Names', 'Passwords', 'Phone numbers']",Technology,5
Zoosk,zoosk.com,2011-01-01,52578183,"['Email addresses', 'Passwords']",Technology,5
Zoosk2020,zoosk.com,2020-01-12,23927853,"['Dates of birth', 'Drinking habits', 'Education levels', 'Email addresses', 'Ethnicities', 'Family structure', 'Genders', 'Geographic locations', 'Income levels', 'Names', 'Nicknames', 'Physical attributes', 'Political views', 'Relationship statuses', 'Religions', 'Sexual orientations', 'Smoking habits']",Technology,5
Zooville,zooville.org,2019-09-27,71407,"['Dates of birth', 'Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,4
Zurich,zurich.co.jp,2023-01-08,756737,"['Dates of birth', 'Email addresses', 'Genders', 'Names', 'Vehicle details']",Technology,3
Zynga,zynga.com,2019-09-01,172869660,"['Email addresses', 'Passwords', 'Phone numbers', 'Usernames']",Technology,5
Parapa,parapa.mail.ru,2016-08-08,4946850,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
SprashivaiRu,sprashivai.ru,2015-05-11,3474763,"['Dates of birth', 'Email addresses', 'Genders', 'Geographic locations', 'IP addresses', 'Passwords', 'Spoken languages']",Technology,5
DecoratingTheHouse,ggumim.co.kr,2020-03-27,1298651,"['Email addresses', 'Names', 'Phone numbers', 'Usernames']",Technology,4
